customer_id,age,gender,items_purchased,category,purchase_amount,location,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,promo_code_used,previous_purchases,payment_method,frequency_of_purchases
753,39,male,scarf,accessories,85,ohio,l,yellow,fall,4.2,yes,2-day shipping,yes,yes,17,paypal,every 3 months
754,47,male,boots,footwear,54,massachusetts,m,teal,fall,3.4,yes,store pickup,yes,yes,27,venmo,quarterly
755,36,male,gloves,accessories,41,north carolina,l,pink,spring,2.9,yes,store pickup,yes,yes,3,debit card,quarterly
756,66,male,coat,outerwear,24,florida,m,violet,spring,3.3,yes,free shipping,yes,yes,22,paypal,weekly
757,62,male,belt,accessories,99,montana,s,orange,summer,4.8,yes,standard,yes,yes,24,cash,fortnightly
758,41,male,hoodie,clothing,32,minnesota,m,red,fall,3.8,yes,store pickup,yes,yes,18,debit card,quarterly
759,66,male,shoes,footwear,71,massachusetts,l,peach,summer,4.6,yes,2-day shipping,yes,yes,39,bank transfer,every 3 months
760,51,male,dress,clothing,49,rhode island,xl,green,winter,2.6,yes,next day air,yes,yes,25,credit card,fortnightly
761,33,male,gloves,accessories,50,minnesota,xl,violet,fall,3.4,yes,free shipping,yes,yes,6,cash,annually
762,57,male,jewelry,accessories,91,nevada,l,yellow,fall,4.2,yes,express,yes,yes,26,bank transfer,weekly
763,45,male,belt,accessories,46,new mexico,m,pink,fall,3.9,yes,standard,yes,yes,43,debit card,fortnightly
764,61,male,sweater,clothing,50,north carolina,m,brown,spring,2.9,yes,2-day shipping,yes,yes,6,credit card,monthly
765,55,male,skirt,clothing,39,virginia,xl,silver,fall,4.2,yes,free shipping,yes,yes,6,debit card,quarterly
766,54,male,sneakers,footwear,99,alaska,m,pink,summer,3,yes,store pickup,yes,yes,13,cash,quarterly
767,57,male,gloves,accessories,48,nevada,m,cyan,winter,3.6,yes,next day air,yes,yes,13,paypal,monthly
768,27,male,coat,outerwear,77,pennsylvania,m,brown,fall,2.5,yes,next day air,yes,yes,11,cash,annually
769,64,male,backpack,accessories,95,illinois,xl,red,spring,2.6,yes,express,yes,yes,45,venmo,weekly
770,52,male,socks,clothing,100,delaware,m,silver,spring,4.3,yes,store pickup,yes,yes,8,paypal,monthly
771,19,male,sneakers,footwear,54,vermont,m,gray,spring,3.3,yes,express,yes,yes,8,credit card,annually
772,22,male,sweater,clothing,68,hawaii,l,cyan,fall,2.6,yes,next day air,yes,yes,34,bank transfer,fortnightly
773,18,male,jeans,clothing,22,illinois,l,teal,fall,3.6,yes,free shipping,yes,yes,40,debit card,bi-weekly
774,29,male,hat,accessories,84,california,l,indigo,winter,2.6,yes,express,yes,yes,14,debit card,bi-weekly
775,42,male,hat,accessories,46,nevada,m,yellow,summer,3.5,yes,standard,yes,yes,11,credit card,quarterly
776,49,male,handbag,accessories,53,kentucky,s,gold,winter,3,yes,store pickup,yes,yes,8,paypal,monthly
777,49,male,shirt,clothing,60,alabama,m,maroon,spring,5,yes,standard,yes,yes,8,venmo,every 3 months
778,55,male,socks,clothing,32,wyoming,xl,silver,spring,2.5,yes,express,yes,yes,37,venmo,weekly
779,29,male,socks,clothing,50,massachusetts,m,yellow,summer,2.9,yes,store pickup,yes,yes,23,debit card,annually
780,60,male,dress,clothing,94,utah,m,blue,spring,4.6,yes,express,yes,yes,38,cash,annually
781,34,male,shoes,footwear,26,new york,m,turquoise,spring,3.6,yes,free shipping,yes,yes,38,cash,quarterly
782,30,male,scarf,accessories,44,vermont,l,indigo,winter,3,yes,store pickup,yes,yes,12,credit card,fortnightly
783,28,male,hoodie,clothing,57,hawaii,m,green,summer,4.5,yes,standard,yes,yes,15,cash,weekly
784,63,male,t-shirt,clothing,65,louisiana,l,purple,winter,4.5,yes,next day air,yes,yes,38,paypal,fortnightly
785,31,male,jeans,clothing,72,alabama,m,peach,winter,3.2,yes,store pickup,yes,yes,41,bank transfer,every 3 months
786,46,male,shorts,clothing,62,louisiana,s,purple,spring,4,yes,next day air,yes,yes,37,paypal,fortnightly
787,70,male,hat,accessories,21,indiana,s,teal,winter,4.8,yes,express,yes,yes,16,bank transfer,every 3 months
788,53,male,handbag,accessories,85,michigan,s,green,spring,3.7,yes,free shipping,yes,yes,25,venmo,weekly
789,50,male,pants,clothing,51,rhode island,xl,yellow,summer,3.8,yes,store pickup,yes,yes,18,bank transfer,quarterly
790,33,male,handbag,accessories,84,idaho,s,purple,fall,2.7,yes,standard,yes,yes,4,credit card,bi-weekly
791,22,male,sweater,clothing,37,louisiana,m,indigo,summer,4.9,yes,store pickup,yes,yes,12,bank transfer,quarterly
792,50,male,scarf,accessories,44,north carolina,s,magenta,summer,3.1,yes,2-day shipping,yes,yes,35,paypal,fortnightly
793,34,male,sneakers,footwear,45,new jersey,m,violet,spring,4.2,yes,next day air,yes,yes,45,venmo,weekly
794,24,male,pants,clothing,35,alabama,l,maroon,summer,3.8,yes,free shipping,yes,yes,16,credit card,monthly
795,69,male,backpack,accessories,50,kentucky,xl,yellow,winter,4.2,yes,store pickup,yes,yes,10,debit card,fortnightly
796,39,male,sandals,footwear,26,new york,m,beige,summer,4.6,yes,store pickup,yes,yes,34,venmo,annually
797,42,male,socks,clothing,78,arizona,xl,black,fall,4,yes,2-day shipping,yes,yes,43,credit card,annually
798,42,male,coat,outerwear,82,maryland,m,violet,fall,4,yes,2-day shipping,yes,yes,38,debit card,weekly
799,29,male,socks,clothing,39,alaska,m,violet,spring,3.8,yes,2-day shipping,yes,yes,48,paypal,every 3 months
800,55,male,belt,accessories,55,nevada,l,brown,summer,3.3,yes,free shipping,yes,yes,31,paypal,annually
801,32,male,socks,clothing,20,utah,s,gold,summer,2.6,yes,free shipping,yes,yes,20,cash,every 3 months
802,25,male,belt,accessories,29,new mexico,l,blue,fall,4.9,yes,express,yes,yes,12,credit card,fortnightly
803,38,male,pants,clothing,41,delaware,m,teal,winter,3.5,yes,next day air,yes,yes,2,bank transfer,weekly
804,32,male,shorts,clothing,38,connecticut,l,silver,winter,2.8,yes,express,yes,yes,30,venmo,every 3 months
805,43,male,boots,footwear,47,mississippi,m,maroon,summer,2.6,yes,store pickup,yes,yes,28,venmo,quarterly
806,41,male,dress,clothing,30,connecticut,l,white,summer,3.7,yes,next day air,yes,yes,40,debit card,monthly
807,56,male,jeans,clothing,56,florida,l,charcoal,summer,2.7,yes,standard,yes,yes,46,paypal,quarterly
808,27,male,t-shirt,clothing,89,new york,s,brown,winter,3.3,yes,express,yes,yes,15,credit card,weekly
809,46,male,shoes,footwear,96,wisconsin,l,lavender,fall,4.6,yes,next day air,yes,yes,38,cash,every 3 months
810,48,male,boots,footwear,81,south carolina,m,violet,fall,4.9,yes,next day air,yes,yes,30,paypal,bi-weekly
811,52,male,scarf,accessories,83,south dakota,s,lavender,fall,4.9,yes,store pickup,yes,yes,32,debit card,bi-weekly
812,18,male,sneakers,footwear,35,illinois,m,green,winter,2.7,yes,free shipping,yes,yes,36,venmo,quarterly
813,64,male,boots,footwear,56,alaska,m,olive,summer,3.2,yes,standard,yes,yes,32,credit card,weekly
814,54,male,handbag,accessories,45,montana,s,olive,summer,2.9,yes,store pickup,yes,yes,14,debit card,annually
815,31,male,shirt,clothing,62,minnesota,m,pink,winter,3.8,yes,express,yes,yes,8,paypal,monthly
816,30,male,hat,accessories,84,west virginia,l,teal,spring,3,yes,next day air,yes,yes,27,venmo,bi-weekly
817,26,male,sweater,clothing,24,illinois,l,cyan,summer,3.9,yes,store pickup,yes,yes,24,debit card,monthly
818,25,male,handbag,accessories,21,nevada,s,gray,spring,4.7,yes,store pickup,yes,yes,30,paypal,fortnightly
819,59,male,shirt,clothing,91,idaho,m,peach,winter,4.9,yes,store pickup,yes,yes,34,debit card,monthly
820,55,male,sunglasses,accessories,36,colorado,s,teal,winter,4.8,yes,next day air,yes,yes,28,debit card,quarterly
821,56,male,sneakers,footwear,39,louisiana,m,turquoise,spring,2.5,yes,2-day shipping,yes,yes,27,debit card,monthly
822,62,male,hoodie,clothing,39,vermont,m,green,spring,3.9,yes,standard,yes,yes,31,credit card,bi-weekly
823,35,male,shirt,clothing,59,mississippi,l,magenta,winter,3.4,yes,standard,yes,yes,23,bank transfer,annually
824,51,male,sunglasses,accessories,27,georgia,m,green,winter,2.5,yes,free shipping,yes,yes,11,credit card,quarterly
825,61,male,blouse,clothing,94,georgia,m,white,spring,3,yes,store pickup,yes,yes,48,cash,quarterly
826,27,male,belt,accessories,94,nebraska,xl,brown,fall,3.6,yes,next day air,yes,yes,17,cash,monthly
827,54,male,dress,clothing,94,massachusetts,m,purple,winter,3.6,yes,standard,yes,yes,36,paypal,weekly
828,31,male,shoes,footwear,51,colorado,s,green,fall,4.1,yes,free shipping,yes,yes,33,bank transfer,fortnightly
829,24,male,socks,clothing,62,nevada,m,peach,fall,3.7,yes,2-day shipping,yes,yes,27,paypal,bi-weekly
830,42,male,socks,clothing,57,idaho,s,silver,spring,3.1,yes,2-day shipping,yes,yes,14,credit card,fortnightly
831,41,male,shorts,clothing,76,wyoming,m,maroon,fall,4.2,yes,express,yes,yes,5,credit card,annually
832,66,male,gloves,accessories,63,washington,m,red,summer,4.3,yes,express,yes,yes,47,cash,every 3 months
833,58,male,jacket,outerwear,80,california,l,blue,fall,2.5,yes,express,yes,yes,28,cash,bi-weekly
834,43,male,handbag,accessories,68,oklahoma,m,purple,fall,3.5,yes,standard,yes,yes,11,credit card,annually
835,52,male,backpack,accessories,89,nevada,m,indigo,summer,3.1,yes,free shipping,yes,yes,18,credit card,weekly
836,35,male,boots,footwear,26,maryland,l,indigo,summer,2.5,yes,next day air,yes,yes,21,debit card,weekly
837,23,male,gloves,accessories,90,west virginia,l,violet,winter,3.9,yes,store pickup,yes,yes,22,cash,bi-weekly
838,25,male,hoodie,clothing,28,illinois,l,brown,spring,4.9,yes,express,yes,yes,33,cash,every 3 months
839,33,male,coat,outerwear,29,kentucky,m,gray,spring,4.3,yes,express,yes,yes,49,credit card,annually
840,48,male,shirt,clothing,31,illinois,l,teal,spring,2.6,yes,free shipping,yes,yes,10,debit card,every 3 months
841,42,male,shirt,clothing,24,alabama,l,teal,summer,4.2,yes,2-day shipping,yes,yes,18,paypal,weekly
842,55,male,sweater,clothing,88,texas,m,beige,summer,2.6,yes,store pickup,yes,yes,28,paypal,fortnightly
843,59,male,shirt,clothing,87,missouri,m,violet,spring,3.6,yes,express,yes,yes,25,paypal,weekly
844,65,male,hoodie,clothing,80,pennsylvania,s,beige,summer,3.2,yes,express,yes,yes,6,paypal,weekly
845,59,male,sandals,footwear,48,missouri,l,purple,winter,4.4,yes,express,yes,yes,44,venmo,bi-weekly
846,31,male,belt,accessories,21,michigan,xl,charcoal,winter,3.7,yes,standard,yes,yes,30,venmo,monthly
847,49,male,boots,footwear,72,kentucky,m,pink,spring,3.7,yes,express,yes,yes,42,debit card,quarterly
848,53,male,hoodie,clothing,44,new jersey,l,blue,fall,4.1,yes,standard,yes,yes,30,paypal,monthly
849,48,male,sandals,footwear,73,delaware,m,lavender,fall,3.6,yes,store pickup,yes,yes,33,credit card,bi-weekly
850,23,male,jeans,clothing,61,missouri,s,charcoal,spring,4.3,yes,express,yes,yes,24,paypal,quarterly
851,68,male,shoes,footwear,20,connecticut,l,turquoise,winter,2.6,yes,store pickup,yes,yes,13,venmo,monthly
852,35,male,sandals,footwear,86,massachusetts,m,red,summer,2.9,yes,express,yes,yes,19,debit card,monthly
853,34,male,dress,clothing,60,florida,l,yellow,spring,4.2,yes,next day air,yes,yes,23,debit card,every 3 months
854,62,male,hat,accessories,43,delaware,l,orange,winter,4,yes,free shipping,yes,yes,35,cash,monthly
855,21,male,pants,clothing,44,california,l,blue,spring,4.3,yes,free shipping,yes,yes,22,venmo,monthly
856,70,male,socks,clothing,76,oregon,l,gold,spring,3,yes,2-day shipping,yes,yes,14,credit card,quarterly
857,55,male,shirt,clothing,33,alaska,m,gold,summer,3.5,yes,express,yes,yes,47,debit card,fortnightly
858,43,male,shorts,clothing,60,missouri,l,cyan,fall,3,yes,standard,yes,yes,50,debit card,every 3 months
859,19,male,jacket,outerwear,26,oklahoma,l,olive,fall,3.1,yes,free shipping,yes,yes,33,paypal,weekly
860,47,male,hoodie,clothing,73,wisconsin,m,teal,winter,4,yes,next day air,yes,yes,7,debit card,monthly
861,26,male,shoes,footwear,87,south carolina,m,maroon,spring,4.1,yes,standard,yes,yes,3,cash,monthly
862,46,male,skirt,clothing,100,virginia,xl,green,spring,3.3,yes,2-day shipping,yes,yes,35,credit card,every 3 months
863,19,male,coat,outerwear,84,arkansas,m,charcoal,winter,4.9,yes,standard,yes,yes,13,paypal,fortnightly
864,49,male,sneakers,footwear,41,vermont,m,cyan,summer,3.9,yes,standard,yes,yes,42,paypal,fortnightly
865,51,male,jeans,clothing,59,kentucky,s,charcoal,winter,3.9,yes,next day air,yes,yes,5,paypal,annually
866,64,male,blouse,clothing,26,colorado,l,charcoal,winter,4.8,yes,store pickup,yes,yes,23,venmo,annually
867,67,male,sunglasses,accessories,69,new mexico,m,lavender,summer,2.7,yes,free shipping,yes,yes,11,paypal,bi-weekly
868,37,male,jacket,outerwear,20,colorado,m,turquoise,spring,3.1,yes,free shipping,yes,yes,23,bank transfer,fortnightly
869,40,male,dress,clothing,83,north carolina,m,green,summer,3.2,yes,next day air,yes,yes,2,credit card,every 3 months
870,38,male,hat,accessories,54,new hampshire,m,silver,spring,2.7,yes,2-day shipping,yes,yes,33,paypal,weekly
871,66,male,hoodie,clothing,66,west virginia,m,blue,fall,2.5,yes,standard,yes,yes,6,bank transfer,bi-weekly
872,47,male,handbag,accessories,42,hawaii,m,charcoal,spring,2.6,yes,next day air,yes,yes,45,debit card,quarterly
873,56,male,jeans,clothing,33,north dakota,m,pink,spring,2.9,yes,standard,yes,yes,25,cash,quarterly
874,51,male,boots,footwear,77,mississippi,m,pink,summer,4.2,yes,free shipping,yes,yes,24,venmo,quarterly
875,25,male,jacket,outerwear,65,maine,m,magenta,fall,4.4,yes,free shipping,yes,yes,10,venmo,every 3 months
876,37,male,sandals,footwear,39,north dakota,l,gray,summer,4.1,yes,free shipping,yes,yes,7,bank transfer,every 3 months
877,41,male,belt,accessories,51,nebraska,l,gray,summer,3.8,yes,2-day shipping,yes,yes,1,debit card,weekly
878,64,male,handbag,accessories,65,nebraska,m,orange,winter,4.9,yes,next day air,yes,yes,45,venmo,every 3 months
879,23,male,sunglasses,accessories,89,tennessee,s,black,summer,4.9,yes,express,yes,yes,37,debit card,weekly
880,62,male,skirt,clothing,76,wyoming,s,lavender,spring,4.1,yes,free shipping,yes,yes,14,paypal,quarterly
881,39,male,backpack,accessories,75,nevada,l,red,spring,3.1,yes,express,yes,yes,25,debit card,monthly
882,52,male,sandals,footwear,61,south carolina,m,silver,summer,2.7,yes,next day air,yes,yes,18,venmo,annually
883,50,male,boots,footwear,35,virginia,m,cyan,fall,3.8,yes,next day air,yes,yes,37,cash,every 3 months
884,28,male,sneakers,footwear,37,pennsylvania,s,gold,fall,4.3,yes,free shipping,yes,yes,30,bank transfer,monthly
885,67,male,skirt,clothing,91,hawaii,l,yellow,winter,4.1,yes,express,yes,yes,34,bank transfer,weekly
886,41,male,dress,clothing,99,ohio,l,purple,fall,4.4,yes,free shipping,yes,yes,49,debit card,every 3 months
887,19,male,shorts,clothing,54,utah,s,brown,summer,3.6,yes,express,yes,yes,48,bank transfer,monthly
888,70,male,handbag,accessories,47,minnesota,l,turquoise,winter,3.3,yes,2-day shipping,yes,yes,33,paypal,fortnightly
889,49,male,scarf,accessories,77,new hampshire,s,gold,spring,3.6,yes,express,yes,yes,44,cash,annually
890,59,male,belt,accessories,84,arizona,s,olive,fall,2.8,yes,free shipping,yes,yes,50,venmo,weekly
891,52,male,gloves,accessories,51,new york,s,purple,spring,4.3,yes,2-day shipping,yes,yes,47,credit card,monthly
892,20,male,skirt,clothing,26,pennsylvania,s,lavender,summer,3.9,yes,store pickup,yes,yes,24,paypal,every 3 months
893,31,male,shorts,clothing,64,new mexico,l,gray,summer,2.7,yes,free shipping,yes,yes,43,debit card,monthly
894,33,male,backpack,accessories,51,nebraska,m,red,spring,4.7,yes,express,yes,yes,14,venmo,monthly
895,44,male,hoodie,clothing,60,wyoming,l,purple,spring,3.8,yes,free shipping,yes,yes,3,debit card,quarterly
896,40,male,hat,accessories,69,mississippi,xl,olive,spring,4.7,yes,next day air,yes,yes,33,debit card,quarterly
897,69,male,jewelry,accessories,29,arkansas,m,lavender,spring,4.7,yes,express,yes,yes,38,cash,fortnightly
898,29,male,shirt,clothing,91,illinois,m,gray,spring,3.4,yes,express,yes,yes,46,venmo,weekly
899,54,male,belt,accessories,70,nevada,l,red,spring,3.5,yes,2-day shipping,yes,yes,19,bank transfer,every 3 months
900,65,male,sweater,clothing,58,rhode island,m,peach,summer,4,yes,standard,yes,yes,20,paypal,annually
901,54,male,hat,accessories,98,west virginia,l,gray,fall,3.3,yes,free shipping,yes,yes,42,bank transfer,quarterly
902,60,male,scarf,accessories,68,missouri,l,violet,summer,4.7,yes,2-day shipping,yes,yes,34,cash,monthly
903,43,male,hat,accessories,44,kentucky,m,beige,summer,2.8,yes,next day air,yes,yes,5,cash,monthly
904,44,male,jacket,outerwear,45,washington,m,blue,winter,3.3,yes,express,yes,yes,3,paypal,quarterly
905,69,male,t-shirt,clothing,99,alaska,l,magenta,spring,2.9,yes,free shipping,yes,yes,46,paypal,every 3 months
906,46,male,dress,clothing,68,mississippi,s,cyan,spring,2.8,yes,standard,yes,yes,16,venmo,annually
907,41,male,pants,clothing,56,south carolina,m,red,spring,4.2,yes,standard,yes,yes,21,debit card,bi-weekly
908,32,male,sweater,clothing,43,missouri,l,cyan,winter,4.4,yes,express,yes,yes,34,credit card,bi-weekly
909,26,male,sunglasses,accessories,99,new jersey,m,turquoise,winter,3.6,yes,free shipping,yes,yes,9,paypal,every 3 months
910,61,male,belt,accessories,56,louisiana,l,silver,fall,2.7,yes,express,yes,yes,36,paypal,weekly
911,49,male,hoodie,clothing,25,south carolina,s,pink,spring,3.4,yes,express,yes,yes,22,credit card,monthly
912,53,male,pants,clothing,74,vermont,m,black,winter,2.8,yes,2-day shipping,yes,yes,2,bank transfer,quarterly
913,24,male,hoodie,clothing,56,arkansas,m,green,winter,3.4,yes,next day air,yes,yes,32,bank transfer,monthly
914,37,male,sneakers,footwear,47,utah,m,yellow,fall,2.6,yes,next day air,yes,yes,29,cash,every 3 months
915,43,male,dress,clothing,67,washington,l,purple,summer,4.1,yes,standard,yes,yes,27,venmo,every 3 months
916,31,male,dress,clothing,22,rhode island,l,purple,winter,2.9,yes,store pickup,yes,yes,33,credit card,fortnightly
917,49,male,jeans,clothing,34,illinois,s,blue,spring,2.7,yes,standard,yes,yes,16,venmo,monthly
918,69,male,sweater,clothing,64,missouri,m,maroon,spring,3.7,yes,standard,yes,yes,11,bank transfer,quarterly
919,65,male,shorts,clothing,42,north carolina,m,orange,spring,4.3,yes,2-day shipping,yes,yes,11,cash,fortnightly
920,41,male,shirt,clothing,82,massachusetts,l,green,winter,2.6,yes,2-day shipping,yes,yes,17,debit card,bi-weekly
921,37,male,belt,accessories,81,arkansas,xl,gold,summer,4.3,yes,free shipping,yes,yes,37,cash,weekly
922,70,male,coat,outerwear,24,south dakota,l,silver,summer,4.1,yes,express,yes,yes,18,paypal,weekly
923,63,male,sneakers,footwear,60,georgia,m,cyan,fall,4.2,yes,standard,yes,yes,13,credit card,monthly
924,55,male,shirt,clothing,24,arkansas,m,silver,spring,4.2,yes,2-day shipping,yes,yes,7,paypal,weekly
925,52,male,socks,clothing,78,kansas,xl,beige,winter,3.1,yes,standard,yes,yes,37,cash,quarterly
926,22,male,jeans,clothing,88,arizona,l,teal,winter,4.9,yes,express,yes,yes,8,cash,monthly
927,54,male,jeans,clothing,63,massachusetts,xl,green,spring,4.4,yes,express,yes,yes,11,cash,bi-weekly
928,28,male,sneakers,footwear,78,new mexico,l,black,summer,4.4,yes,standard,yes,yes,8,venmo,bi-weekly
929,67,male,dress,clothing,37,arkansas,xl,yellow,winter,3.4,yes,store pickup,yes,yes,31,cash,every 3 months
930,59,male,boots,footwear,94,nebraska,m,white,fall,4.5,yes,2-day shipping,yes,yes,26,debit card,fortnightly
931,26,male,t-shirt,clothing,78,hawaii,l,green,fall,4.5,yes,store pickup,yes,yes,20,credit card,bi-weekly
932,24,male,coat,outerwear,36,nebraska,m,silver,winter,4.1,yes,standard,yes,yes,24,bank transfer,fortnightly
933,62,male,skirt,clothing,24,indiana,l,blue,winter,3.2,yes,standard,yes,yes,45,debit card,bi-weekly
934,70,male,sneakers,footwear,84,colorado,m,magenta,spring,2.7,yes,store pickup,yes,yes,33,debit card,monthly
935,45,male,jeans,clothing,47,oregon,s,yellow,spring,3.7,yes,express,yes,yes,21,bank transfer,monthly
936,58,male,hoodie,clothing,51,ohio,l,white,fall,2.6,yes,store pickup,yes,yes,2,bank transfer,fortnightly
937,31,male,shoes,footwear,84,maine,m,pink,summer,2.7,yes,free shipping,yes,yes,28,cash,weekly
938,32,male,shorts,clothing,24,iowa,m,magenta,summer,2.7,yes,express,yes,yes,18,venmo,quarterly
939,36,male,blouse,clothing,97,wisconsin,s,teal,fall,4.8,yes,free shipping,yes,yes,21,debit card,fortnightly
940,25,male,t-shirt,clothing,89,new york,l,indigo,winter,4.8,yes,next day air,yes,yes,24,credit card,monthly
941,48,male,belt,accessories,44,colorado,s,maroon,spring,2.6,yes,store pickup,yes,yes,15,paypal,every 3 months
942,39,male,handbag,accessories,35,illinois,l,black,winter,4.5,yes,2-day shipping,yes,yes,38,paypal,every 3 months
943,26,male,dress,clothing,91,arizona,m,cyan,winter,3.2,yes,express,yes,yes,38,paypal,bi-weekly
944,32,male,hat,accessories,63,oklahoma,l,cyan,winter,3.8,yes,next day air,yes,yes,13,venmo,fortnightly
945,54,male,belt,accessories,97,indiana,s,gray,spring,4.8,yes,express,yes,yes,39,cash,bi-weekly
946,38,male,boots,footwear,38,minnesota,m,violet,summer,4.1,yes,store pickup,yes,yes,8,venmo,every 3 months
947,46,male,coat,outerwear,24,pennsylvania,xl,blue,spring,2.8,yes,next day air,yes,yes,4,paypal,quarterly
948,57,male,blouse,clothing,32,indiana,m,charcoal,winter,3.9,yes,store pickup,yes,yes,6,cash,every 3 months
949,49,male,hat,accessories,90,alabama,l,olive,summer,4.9,yes,express,yes,yes,11,venmo,every 3 months
950,33,male,jeans,clothing,36,montana,m,olive,summer,3.4,yes,standard,yes,yes,49,venmo,monthly
951,54,male,backpack,accessories,37,new mexico,xl,turquoise,winter,4.1,yes,free shipping,yes,yes,30,paypal,quarterly
952,47,male,dress,clothing,51,alaska,m,cyan,summer,2.9,yes,express,yes,yes,34,bank transfer,monthly
953,36,male,hat,accessories,71,idaho,s,red,fall,3.1,yes,2-day shipping,yes,yes,28,paypal,monthly
954,68,male,sunglasses,accessories,50,utah,s,cyan,spring,3.6,yes,2-day shipping,yes,yes,36,venmo,quarterly
955,60,male,hat,accessories,74,louisiana,s,turquoise,fall,3.5,yes,standard,yes,yes,18,credit card,every 3 months
956,55,male,dress,clothing,75,mississippi,l,lavender,summer,3.4,yes,free shipping,yes,yes,4,paypal,monthly
957,29,male,shirt,clothing,99,mississippi,xl,cyan,spring,2.9,yes,2-day shipping,yes,yes,42,debit card,quarterly
958,38,male,scarf,accessories,23,indiana,xl,violet,spring,4.7,yes,store pickup,yes,yes,11,cash,quarterly
959,70,male,sneakers,footwear,53,washington,xl,beige,winter,4.4,yes,free shipping,yes,yes,31,credit card,bi-weekly
960,36,male,skirt,clothing,99,nevada,m,cyan,spring,2.6,yes,standard,yes,yes,12,cash,fortnightly
961,18,male,jewelry,accessories,48,louisiana,xl,indigo,spring,4.4,yes,standard,yes,yes,20,venmo,quarterly
962,62,male,boots,footwear,72,pennsylvania,l,olive,fall,3.7,yes,next day air,yes,yes,37,debit card,quarterly
963,29,male,sunglasses,accessories,64,michigan,l,green,spring,4.4,yes,standard,yes,yes,26,debit card,fortnightly
964,21,male,boots,footwear,63,south carolina,l,green,spring,2.5,yes,2-day shipping,yes,yes,14,credit card,weekly
965,42,male,sandals,footwear,51,arizona,m,beige,spring,2.6,yes,next day air,yes,yes,12,venmo,bi-weekly
966,43,male,boots,footwear,55,delaware,l,black,spring,5,yes,store pickup,yes,yes,10,credit card,annually
967,58,male,dress,clothing,55,kentucky,m,brown,spring,4.9,yes,express,yes,yes,19,cash,annually
968,27,male,hoodie,clothing,26,georgia,s,silver,summer,3.7,yes,store pickup,yes,yes,4,cash,weekly
969,57,male,shorts,clothing,67,north carolina,l,gray,summer,3.1,yes,next day air,yes,yes,48,bank transfer,quarterly
970,40,male,coat,outerwear,31,california,s,pink,fall,3.2,yes,express,yes,yes,37,paypal,monthly
971,45,male,jeans,clothing,66,california,s,maroon,winter,4.4,yes,free shipping,yes,yes,4,cash,monthly
972,47,male,sunglasses,accessories,67,indiana,m,cyan,summer,4.3,yes,next day air,yes,yes,15,credit card,weekly
973,61,male,sneakers,footwear,61,colorado,l,gold,winter,3,yes,standard,yes,yes,33,credit card,weekly
974,60,male,jacket,outerwear,75,colorado,m,teal,fall,3.5,yes,2-day shipping,yes,yes,30,bank transfer,quarterly
975,69,male,skirt,clothing,90,north carolina,m,beige,spring,3.6,yes,2-day shipping,yes,yes,23,bank transfer,monthly
976,58,male,sweater,clothing,40,washington,m,olive,summer,3.8,yes,2-day shipping,yes,yes,2,bank transfer,weekly
977,34,male,t-shirt,clothing,90,florida,m,gray,fall,3.6,yes,express,yes,yes,50,credit card,every 3 months
978,20,male,belt,accessories,20,washington,m,black,spring,4.6,yes,express,yes,yes,34,cash,bi-weekly
979,56,male,gloves,accessories,40,colorado,m,turquoise,summer,2.5,yes,standard,yes,yes,33,credit card,weekly
980,64,male,hat,accessories,33,new hampshire,s,brown,fall,3.5,yes,store pickup,yes,yes,34,debit card,monthly
981,56,male,boots,footwear,98,maryland,s,magenta,spring,4,yes,free shipping,yes,yes,39,paypal,every 3 months
982,27,male,belt,accessories,42,maryland,m,silver,spring,3.5,yes,next day air,yes,yes,47,credit card,quarterly
983,35,male,coat,outerwear,62,texas,s,red,summer,3.2,yes,standard,yes,yes,37,paypal,monthly
984,24,male,hat,accessories,45,new mexico,l,indigo,winter,3.5,yes,free shipping,yes,yes,40,venmo,bi-weekly
985,26,male,shoes,footwear,78,utah,m,green,summer,3.4,yes,free shipping,yes,yes,8,credit card,bi-weekly
986,32,male,handbag,accessories,80,west virginia,m,gray,fall,5,yes,express,yes,yes,12,bank transfer,annually
987,54,male,scarf,accessories,96,connecticut,s,peach,spring,4.5,yes,store pickup,yes,yes,36,bank transfer,monthly
988,62,male,handbag,accessories,47,west virginia,m,charcoal,summer,2.8,yes,express,yes,yes,48,paypal,weekly
989,50,male,pants,clothing,84,ohio,m,orange,winter,4.9,yes,2-day shipping,yes,yes,47,paypal,fortnightly
990,70,male,shoes,footwear,31,texas,m,beige,spring,3.1,yes,store pickup,yes,yes,2,bank transfer,monthly
991,48,male,sunglasses,accessories,63,washington,s,yellow,spring,4.8,yes,store pickup,yes,yes,24,cash,weekly
992,20,male,shorts,clothing,97,wisconsin,xl,white,spring,2.7,yes,standard,yes,yes,40,bank transfer,bi-weekly
993,46,male,jacket,outerwear,99,louisiana,m,gray,winter,4.6,yes,express,yes,yes,50,debit card,weekly
994,51,male,sandals,footwear,90,iowa,m,peach,winter,4.4,yes,store pickup,yes,yes,25,cash,weekly
995,53,male,shoes,footwear,68,new york,l,violet,fall,3.2,yes,express,yes,yes,20,debit card,monthly
996,44,male,jewelry,accessories,80,idaho,m,magenta,spring,3,yes,2-day shipping,yes,yes,10,venmo,weekly
